Day + Time,TempC,Windspeed(km/h),Windir16Point,WeatherCode,Humidity (%),Visibility (km),Pressure (mb),Cloudcover (%)
2013-07-16 - 1500,27,13,W,353,84,10,1007,60
2013-07-16 - 1800,25,12,W,122,88,10,1009,81
2013-07-17 - 0,24,10,W,116,92,10,1010,81
2013-07-17 - 300,23,9,WNW,119,93,10,1009,83
2013-07-17 - 600,24,17,WNW,122,90,10,1010,31
2013-07-17 - 900,26,13,WNW,122,82,10,1010,26
2013-07-17 - 1200,29,14,W,122,71,10,1008,31
2013-07-17 - 1500,28,13,W,353,79,10,1007,60
2013-07-17 - 1800,26,7,W,119,89,10,1009,81
2013-07-18 - 0,25,8,W,122,93,10,1010,81
2013-07-18 - 300,24,8,WNW,116,93,10,1009,83
2013-07-18 - 600,25,11,WNW,119,91,10,1010,31
2013-07-18 - 900,28,10,NW,116,75,10,1010,26
2013-07-18 - 1200,30,9,NW,116,69,10,1008,31
2013-07-18 - 1500,29,6,W,356,77,7,1007,60
2013-07-18 - 1800,26,12,WSW,116,89,10,1009,81
2013-07-19 - 0,25,10,W,143,96,2,1010,81
2013-07-19 - 300,24,9,WSW,143,96,2,1009,83
2013-07-19 - 600,25,13,WSW,119,91,10,1010,31
2013-07-19 - 900,28,15,WSW,119,77,10,1010,26
2013-07-19 - 1200,29,15,WSW,119,77,10,1008,31
2013-07-19 - 1500,27,16,WSW,122,87,10,1007,60
2013-07-19 - 1800,25,14,WSW,122,95,10,1009,81
2013-07-20 - 0,23,13,WSW,119,96,10,1010,81
2013-07-20 - 300,23,11,WSW,353,96,10,1009,83
2013-07-20 - 600,24,10,W,116,92,10,1010,31
2013-07-20 - 900,28,16,W,353,77,10,1010,26
2013-07-20 - 1200,27,17,W,122,81,10,1008,31
2013-07-20 - 1500,25,14,W,119,92,10,1007,60
2013-07-20 - 1800,25,11,WSW,143,95,2,1009,81
2013-07-21 - 0,24,9,WSW,143,96,2,1010,81
2013-07-21 - 300,24,9,WSW,266,97,2,1009,83
2013-07-21 - 600,24,12,W,119,94,10,1010,31
2013-07-21 - 900,26,15,W,293,87,9,1010,26
2013-07-21 - 1200,27,16,WNW,119,82,10,1008,31
2013-07-21 - 1500,25,9,W,296,93,9,1007,60
2013-07-21 - 1800,24,12,WSW,143,96,2,1009,81
2013-07-22 - 0,24,11,WSW,143,95,2,1010,81
2013-07-22 - 300,24,10,WSW,293,96,9,1009,83
2013-07-22 - 600,24,6,WSW,143,97,2,1010,31
2013-07-22 - 900,28,14,W,353,82,10,1010,26
2013-07-22 - 1200,29,16,W,119,78,10,1008,31
2013-07-22 - 1500,27,10,W,119,90,10,1007,60
2013-07-22 - 1800,25,12,WSW,143,95,2,1009,81
2013-07-23 - 0,24,9,WSW,248,97,0,1010,81
2013-07-23 - 300,24,8,WSW,353,97,10,1009,83
2013-07-23 - 600,25,11,SW,143,95,2,1010,31
2013-07-23 - 900,26,16,WSW,266,90,2,1010,26
2013-07-23 - 1200,27,18,WSW,119,85,10,1008,31
2013-07-23 - 1500,26,14,WSW,119,89,10,1007,60
2013-07-23 - 1800,25,10,WSW,143,95,2,1009,81
2013-07-24 - 0,24,10,SW,143,96,2,1010,81
2013-07-24 - 300,23,8,SW,143,96,2,1009,83
2013-07-24 - 600,25,8,WSW,116,93,10,1010,31
2013-07-24 - 900,28,17,WSW,353,75,10,1010,26
2013-07-24 - 1200,28,10,W,116,81,10,1008,31
2013-07-24 - 1500,28,9,SW,353,82,10,1007,60
2013-07-24 - 1800,25,10,WSW,122,92,10,1009,81
2013-07-25 - 0,24,8,SW,116,92,10,1010,81
2013-07-25 - 300,23,7,SW,116,93,10,1009,83
2013-07-25 - 600,25,9,WSW,116,91,10,1010,31
2013-07-25 - 900,29,13,WSW,119,74,10,1010,26
2013-07-25 - 1200,31,15,WSW,116,66,10,1008,31
2013-07-25 - 1500,30,14,WSW,176,71,9,1007,60
2013-07-25 - 1800,26,7,SW,113,87,10,1009,81
2013-07-26 - 0,25,9,SW,113,93,10,1010,81
2013-07-26 - 300,24,8,SW,143,94,2,1009,83
2013-07-26 - 600,26,10,WSW,116,91,10,1010,31
2013-07-26 - 900,30,15,W,353,69,10,1010,26
2013-07-26 - 1200,32,14,W,200,63,9,1008,31
2013-07-26 - 1500,31,14,WSW,386,69,10,1007,60
2013-07-26 - 1800,27,8,WSW,116,83,10,1009,81
2013-07-27 - 0,25,10,WSW,116,88,10,1010,81
2013-07-27 - 300,24,8,WSW,113,91,10,1009,83
2013-07-27 - 600,26,12,WSW,116,89,10,1010,31
2013-07-27 - 900,30,11,W,116,68,10,1010,26
2013-07-27 - 1200,32,13,W,200,62,9,1008,31
2013-07-27 - 1500,30,16,WSW,386,73,10,1007,60
2013-07-27 - 1800,26,10,SW,116,90,10,1009,81
2013-08-01 - 0,24,11,SW,143,94,2,1009,61
2013-08-01 - 300,24,11,WSW,143,95,2,1007,56
2013-08-01 - 600,25,12,W,119,91,10,1009,18
2013-08-01 - 900,28,15,W,353,78,10,1009,26
2013-08-01 - 1200,28,14,W,116,76,10,1008,46
2013-08-01 - 1500,28,11,W,119,75,10,1006,20
2013-08-01 - 1800,26,11,WSW,119,87,10,1007,49
2013-08-02 - 0,24,10,SW,143,94,2,1009,61
2013-08-02 - 300,24,9,WSW,143,95,2,1007,56
2013-08-02 - 600,25,15,WSW,116,90,10,1009,18
2013-08-02 - 900,29,18,WSW,353,75,10,1009,26
2013-08-02 - 1200,30,15,WSW,119,76,10,1008,46
2013-08-02 - 1500,26,15,SW,359,89,3,1006,20
2013-08-02 - 1800,25,12,SW,119,93,10,1007,49
2013-08-03 - 0,24,10,SSW,143,94,2,1009,61
2013-08-03 - 300,24,10,SSW,143,95,2,1007,56
2013-08-03 - 600,25,12,SW,116,90,10,1009,18
2013-08-03 - 900,29,16,SW,122,74,10,1009,26
2013-08-03 - 1200,29,15,SSW,119,75,10,1008,46
2013-08-03 - 1500,27,10,SW,119,85,10,1006,20
2013-08-03 - 1800,25,8,S,122,94,10,1007,49
2013-08-04 - 0,24,4,SW,143,96,2,1009,61
2013-08-04 - 300,24,2,SSW,143,96,2,1007,56
2013-08-04 - 600,25,4,WSW,116,91,10,1009,18
2013-08-04 - 900,30,4,W,116,70,10,1009,26
2013-08-04 - 1200,32,5,W,119,62,10,1008,46
2013-08-04 - 1500,31,6,SW,116,66,10,1006,20
2013-08-04 - 1800,28,6,SW,113,78,10,1007,49
2013-08-05 - 0,26,6,SW,116,89,10,1009,61
2013-08-05 - 300,25,7,W,356,90,7,1007,56
2013-08-05 - 600,26,6,WNW,113,89,10,1009,18
2013-08-05 - 900,29,8,WNW,356,75,7,1009,26
2013-08-05 - 1200,32,13,WNW,200,65,9,1008,46
2013-08-05 - 1500,30,10,NW,353,72,10,1006,20
2013-08-05 - 1800,27,4,NW,200,86,9,1007,49
2013-08-06 - 0,25,7,SW,116,89,10,1009,61
2013-08-06 - 300,25,9,SW,353,93,10,1007,56
2013-08-06 - 600,26,4,W,116,91,10,1009,18
2013-08-06 - 900,29,9,W,176,74,9,1009,26
2013-08-06 - 1200,32,12,WNW,200,65,9,1008,46
2013-08-06 - 1500,29,10,WSW,356,81,7,1006,20
2013-08-06 - 1800,26,11,SW,122,90,10,1007,49
2013-08-07 - 0,25,8,WSW,143,95,2,1009,61
2013-08-07 - 300,24,6,WSW,143,96,2,1007,56
2013-08-07 - 600,25,5,W,116,91,10,1009,18
2013-08-07 - 900,30,7,WSW,116,72,10,1009,26
2013-08-07 - 1200,32,12,SW,116,64,10,1008,46
2013-08-07 - 1500,30,15,SW,116,74,10,1006,20
2013-08-07 - 1800,26,10,SW,119,89,10,1007,49
2013-08-08 - 0,25,7,SSW,113,92,10,1009,61
2013-08-08 - 300,25,6,SSW,113,93,10,1007,56
2013-08-08 - 600,26,8,S,116,90,10,1009,18
2013-08-08 - 900,30,11,SW,116,70,10,1009,26
2013-08-08 - 1200,32,12,WSW,116,65,10,1008,46
2013-08-08 - 1500,30,10,SW,386,74,10,1006,20
2013-08-08 - 1800,27,6,S,116,88,10,1007,49
2013-08-09 - 0,25,6,SSW,116,92,10,1009,61
2013-08-09 - 300,24,4,WSW,116,93,10,1007,56
2013-08-09 - 600,26,3,WSW,113,88,10,1009,18
2013-08-09 - 900,30,8,W,116,69,10,1009,26
2013-08-09 - 1200,32,9,WSW,200,61,9,1008,46
2013-08-09 - 1500,31,11,SW,113,68,10,1006,20
2013-08-09 - 1800,26,14,WSW,116,89,10,1007,49
2013-08-10 - 0,25,6,WSW,122,92,10,1009,61
2013-08-10 - 300,25,6,W,296,94,9,1007,56
2013-08-10 - 600,26,4,WNW,113,89,10,1009,18
2013-08-10 - 900,30,9,WNW,113,69,10,1009,26
2013-08-10 - 1200,32,10,W,116,60,10,1008,46
2013-08-10 - 1500,29,9,WSW,356,76,7,1006,20
2013-08-10 - 1800,26,6,SW,116,91,10,1007,49
2013-08-11 - 0,25,8,WSW,143,94,2,1009,61
2013-08-11 - 300,25,7,W,296,94,9,1007,56
2013-08-11 - 600,26,4,WNW,116,91,10,1009,18
2013-08-11 - 900,29,6,W,116,76,10,1009,26
2013-08-11 - 1200,31,10,WSW,116,66,10,1008,46
2013-08-11 - 1500,29,11,SW,356,76,7,1006,20
2013-08-11 - 1800,25,12,WSW,116,94,10,1007,49
2013-08-12 - 0,25,10,W,143,97,2,1009,61
2013-08-12 - 300,25,9,W,353,97,10,1007,56
2013-08-12 - 600,25,8,W,116,94,10,1009,18
2013-08-12 - 900,29,11,W,353,74,10,1009,26
2013-08-12 - 1200,30,14,W,119,72,10,1008,46
2013-08-12 - 1500,28,15,W,356,79,7,1006,20
2013-08-12 - 1800,26,7,W,116,90,10,1007,49
2013-08-13 - 0,25,9,SW,143,95,2,1009,61
2013-08-13 - 300,24,7,SW,263,95,5,1007,56
2013-08-13 - 600,25,6,W,116,91,10,1009,18
2013-08-13 - 900,28,12,W,263,76,5,1009,26
2013-08-13 - 1200,30,15,W,116,68,10,1008,46
2013-08-13 - 1500,28,13,W,356,81,7,1006,20
2013-08-13 - 1800,25,10,WSW,119,93,10,1007,49
2013-08-14 - 0,24,8,WSW,122,94,10,1009,61
2013-08-14 - 300,24,8,WSW,263,94,5,1007,56
2013-08-14 - 600,25,8,SW,116,90,10,1009,18
2013-08-14 - 900,29,12,W,119,73,10,1009,26
2013-08-14 - 1200,31,15,W,116,62,10,1008,46
2013-08-14 - 1500,29,10,SW,353,73,10,1006,20
2013-08-14 - 1800,26,6,SW,113,84,10,1007,49
2013-08-15 - 0,25,9,SW,113,88,10,1009,61
2013-08-15 - 300,24,7,WSW,116,91,10,1007,56
2013-08-15 - 600,26,8,SW,116,90,10,1009,18
2013-08-15 - 900,30,10,WSW,353,70,10,1009,26
2013-08-15 - 1200,32,13,WSW,116,65,10,1008,46
2013-08-15 - 1500,30,14,SW,176,70,9,1006,20
2013-08-15 - 1800,27,8,WSW,116,86,10,1007,49
2013-08-16 - 0,25,9,WSW,116,90,10,1009,61
2013-08-16 - 300,25,8,WSW,119,92,10,1007,56
2013-08-16 - 600,26,9,SW,113,88,10,1009,18
2013-08-16 - 900,30,17,WSW,116,68,10,1009,26
2013-08-16 - 1200,32,17,W,116,61,10,1008,46
2013-08-16 - 1500,30,12,WSW,356,73,7,1006,20
2013-08-16 - 1800,27,6,W,113,83,10,1007,49
2013-08-17 - 0,25,10,WSW,113,91,10,1009,61
2013-08-17 - 300,24,8,WSW,113,92,10,1007,56
2013-08-17 - 600,25,9,W,113,87,10,1009,18
2013-08-17 - 900,30,12,W,113,64,10,1009,26
2013-08-17 - 1200,33,17,W,113,52,10,1008,46
2013-08-17 - 1500,31,18,WSW,353,66,10,1006,20
2013-08-17 - 1800,27,11,WSW,113,85,10,1007,49
2013-08-18 - 0,25,12,WSW,116,90,10,1009,61
2013-08-18 - 300,24,10,WSW,113,92,10,1007,56
2013-08-18 - 600,26,13,WSW,113,87,10,1009,18
2013-08-18 - 900,31,18,W,113,63,10,1009,26
2013-08-18 - 1200,33,19,W,113,53,10,1008,46
2013-08-18 - 1500,31,15,WSW,356,64,7,1006,20
2013-08-18 - 1800,27,12,WSW,113,75,10,1007,49
2013-08-19 - 0,25,12,WSW,116,88,10,1009,61
2013-08-19 - 300,25,9,WSW,113,92,10,1007,56
2013-08-19 - 600,26,14,WSW,113,87,10,1009,18
2013-08-19 - 900,31,17,W,113,64,10,1009,26
2013-08-19 - 1200,34,17,W,113,50,10,1008,46
2013-08-19 - 1500,33,15,W,116,56,10,1006,20
2013-08-19 - 1800,28,12,SW,116,75,10,1007,49
2013-08-20 - 0,25,13,WSW,113,87,10,1009,61
2013-08-20 - 300,26,14,WSW,113,84,10,1007,56
2013-08-20 - 600,26,14,WSW,113,82,10,1009,18
2013-08-20 - 900,31,20,W,113,59,10,1009,26
2013-08-20 - 1200,34,21,W,116,48,10,1008,46
2013-08-20 - 1500,33,20,WSW,113,51,10,1006,20
2013-08-20 - 1800,28,15,SW,113,70,10,1007,49
2013-08-21 - 0,25,12,WSW,116,83,10,1009,61
2013-08-21 - 300,26,12,WSW,116,82,10,1007,56
2013-08-21 - 600,26,12,WSW,113,81,10,1009,18
2013-08-21 - 900,31,20,WSW,113,59,10,1009,26
2013-08-21 - 1200,33,19,WSW,113,52,10,1008,46
2013-08-21 - 1500,30,15,WSW,356,68,7,1006,20
2013-08-21 - 1800,26,11,SW,116,83,10,1007,49
2013-08-22 - 0,25,15,WSW,116,89,10,1009,61
2013-08-22 - 300,25,12,SW,176,90,9,1007,56
2013-08-22 - 600,26,16,WSW,116,85,10,1009,18
2013-08-22 - 900,30,22,WSW,176,63,9,1009,26
2013-08-22 - 1200,32,21,WSW,116,61,10,1008,46
2013-08-22 - 1500,30,17,WSW,356,72,7,1006,20
2013-08-22 - 1800,26,14,WSW,116,85,10,1007,49
2013-08-23 - 0,25,12,WSW,119,88,10,1009,61
2013-08-23 - 300,25,11,WSW,119,89,10,1007,56
2013-08-23 - 600,26,10,WSW,119,89,10,1009,18
2013-08-23 - 900,30,15,WSW,353,70,10,1009,26
2013-08-23 - 1200,31,17,WSW,116,67,10,1008,46
2013-08-23 - 1500,30,16,WSW,356,71,7,1006,20
2013-08-23 - 1800,26,12,WSW,116,84,10,1007,49
2013-08-24 - 0,25,11,WSW,116,90,10,1009,61
2013-08-24 - 300,24,11,SW,113,91,10,1007,56
2013-08-24 - 600,26,13,WSW,116,86,10,1009,18
2013-08-24 - 900,30,17,WSW,176,65,9,1009,26
2013-08-24 - 1200,32,18,W,116,61,10,1008,46
2013-08-24 - 1500,30,15,WSW,176,68,9,1006,20
2013-08-24 - 1800,25,11,WSW,116,88,10,1007,49
2013-08-25 - 0,24,6,SW,119,91,10,1009,61
2013-08-25 - 300,25,8,WSW,119,91,10,1007,56
2013-08-25 - 600,26,12,SW,119,90,10,1009,18
2013-08-25 - 900,29,16,SW,353,70,10,1009,26
2013-08-25 - 1200,31,15,WSW,116,67,10,1008,46
2013-08-25 - 1500,30,11,WSW,356,72,7,1006,20
2013-08-25 - 1800,26,8,SW,116,80,10,1007,49
2013-08-26 - 0,24,8,WSW,116,89,10,1009,61
2013-08-26 - 300,24,5,WSW,116,90,10,1007,56
2013-08-26 - 600,26,6,W,116,88,10,1009,18
2013-08-26 - 900,30,11,WNW,116,69,10,1009,26
2013-08-26 - 1200,32,12,WNW,116,61,10,1008,46
2013-08-26 - 1500,31,8,WNW,176,66,9,1006,20
2013-08-26 - 1800,27,5,W,116,85,10,1007,49
2013-08-27 - 0,25,9,WSW,116,90,10,1009,61
2013-08-27 - 300,24,8,WSW,119,93,10,1007,56
2013-08-27 - 600,25,8,WSW,119,89,10,1009,18
2013-08-27 - 900,29,12,W,119,72,10,1009,26
2013-08-27 - 1200,32,13,W,119,60,10,1008,46
2013-08-27 - 1500,30,16,W,176,65,9,1006,20
2013-08-27 - 1800,26,9,WNW,116,81,10,1007,49
2013-09-01 - 0,25,7,S,116,91,10,1008,56
2013-09-01 - 300,25,5,S,116,93,10,1007,40
2013-09-01 - 600,27,3,SE,113,87,10,1008,22
2013-09-01 - 900,31,5,SE,116,66,10,1008,51
2013-09-01 - 1200,33,8,SSE,113,57,10,1006,32
2013-09-01 - 1500,31,9,SSE,176,65,9,1004,38
2013-09-01 - 1800,27,7,SSE,113,82,10,1006,35
2013-09-02 - 0,25,5,SE,113,88,10,1008,56
2013-09-02 - 300,24,6,ESE,113,89,10,1007,40
2013-09-02 - 600,26,4,E,113,85,10,1008,22
2013-09-02 - 900,32,5,E,113,61,10,1008,51
2013-09-02 - 1200,34,5,SSE,116,51,10,1006,32
2013-09-02 - 1500,32,9,SE,176,60,9,1004,38
2013-09-02 - 1800,27,9,SSE,113,78,10,1006,35
2013-09-03 - 0,25,6,SSE,116,88,10,1008,56
2013-09-03 - 300,25,3,S,116,89,10,1007,40
2013-09-03 - 600,27,1,SW,116,81,10,1008,22
2013-09-03 - 900,33,2,WSW,116,59,10,1008,51
2013-09-03 - 1200,34,4,S,200,55,9,1006,32
2013-09-03 - 1500,31,8,SSE,356,67,7,1004,38
2013-09-03 - 1800,27,9,S,116,84,10,1006,35
2013-09-04 - 0,26,6,SSW,113,90,10,1008,56
2013-09-04 - 300,25,5,SSW,116,92,10,1007,40
2013-09-04 - 600,26,4,SW,116,87,10,1008,22
2013-09-04 - 900,31,6,WSW,116,66,10,1008,51
2013-09-04 - 1200,32,7,WSW,200,66,9,1006,32
2013-09-04 - 1500,30,6,SW,353,70,10,1004,38
2013-09-04 - 1800,27,3,SSW,116,86,10,1006,35
2013-09-05 - 0,26,6,SSW,113,86,10,1008,56
2013-09-05 - 300,26,4,SW,116,89,10,1007,40
2013-09-05 - 600,27,6,SSW,113,83,10,1008,22
2013-09-05 - 900,31,5,SSW,113,65,10,1008,51
2013-09-05 - 1200,33,8,SW,200,59,9,1006,32
2013-09-05 - 1500,31,8,SSW,353,67,10,1004,38
2013-09-05 - 1800,27,1,S,200,88,9,1006,35
2013-09-06 - 0,25,5,S,116,88,10,1008,56
2013-09-06 - 300,25,4,S,113,91,10,1007,40
2013-09-06 - 600,27,2,ENE,113,84,10,1008,22
2013-09-06 - 900,32,0,N,116,64,10,1008,51
2013-09-06 - 1200,33,4,W,113,61,10,1006,32
2013-09-06 - 1500,31,1,SSW,356,65,7,1004,38
2013-09-06 - 1800,27,10,SE,116,83,10,1006,35
2013-09-07 - 0,26,6,SSW,119,87,10,1008,56
2013-09-07 - 300,25,2,WSW,113,90,10,1007,40
2013-09-07 - 600,26,5,NE,113,86,10,1008,22
2013-09-07 - 900,31,5,NE,113,67,10,1008,51
2013-09-07 - 1200,34,1,NE,113,55,10,1006,32
2013-09-07 - 1500,31,10,SSE,356,69,7,1004,38
2013-09-07 - 1800,26,5,S,116,90,10,1006,35
2013-09-08 - 0,25,2,E,116,90,10,1008,56
2013-09-08 - 300,24,4,E,116,92,10,1007,40
2013-09-08 - 600,26,5,NE,116,88,10,1008,22
2013-09-08 - 900,31,4,ENE,116,69,10,1008,51
2013-09-08 - 1200,32,4,SSE,113,62,10,1006,32
2013-09-08 - 1500,30,10,SSE,356,73,7,1004,38
2013-09-08 - 1800,26,8,SSE,116,86,10,1006,35
2013-09-09 - 0,25,6,SE,116,90,10,1008,56
2013-09-09 - 300,24,6,SE,116,90,10,1007,40
2013-09-09 - 600,26,2,ESE,116,86,10,1008,22
2013-09-09 - 900,31,1,ESE,116,67,10,1008,51
2013-09-09 - 1200,31,5,ESE,116,63,10,1006,32
2013-09-09 - 1500,30,10,ESE,116,72,10,1004,38
2013-09-09 - 1800,26,7,SE,119,85,10,1006,35
2013-09-10 - 0,25,4,SSE,116,90,10,1008,56
2013-09-10 - 300,24,3,S,116,92,10,1007,40
2013-09-10 - 600,26,4,NNE,113,85,10,1008,22
2013-09-10 - 900,31,2,ESE,116,65,10,1008,51
2013-09-10 - 1200,32,5,SE,116,61,10,1006,32
2013-09-10 - 1500,30,8,SSE,353,69,10,1004,38
2013-09-10 - 1800,26,10,S,116,85,10,1006,35
2013-09-11 - 0,25,3,S,116,92,10,1008,56
2013-09-11 - 300,24,3,NE,116,92,10,1007,40
2013-09-11 - 600,26,1,SSE,113,87,10,1008,22
2013-09-11 - 900,30,4,S,116,67,10,1008,51
2013-09-11 - 1200,32,10,S,116,62,10,1006,32
2013-09-11 - 1500,30,15,S,353,72,10,1004,38
2013-09-11 - 1800,26,7,SSW,116,89,10,1006,35
2013-09-12 - 0,25,6,SSW,116,92,10,1008,56
2013-09-12 - 300,25,5,SSW,119,92,10,1007,40
2013-09-12 - 600,25,4,S,119,92,10,1008,22
2013-09-12 - 900,27,6,SSW,116,86,10,1008,51
2013-09-12 - 1200,29,12,SSW,200,78,9,1006,32
2013-09-12 - 1500,28,12,SSW,353,83,10,1004,38
2013-09-12 - 1800,26,6,S,122,93,10,1006,35
2013-09-13 - 0,25,5,S,143,95,2,1008,56
2013-09-13 - 300,24,5,S,143,95,2,1007,40
2013-09-13 - 600,25,9,SW,116,92,10,1008,22
2013-09-13 - 900,30,11,WSW,119,71,10,1008,51
2013-09-13 - 1200,32,11,WSW,116,66,10,1006,32
2013-09-13 - 1500,30,8,SW,356,75,7,1004,38
2013-09-13 - 1800,27,8,WNW,122,89,10,1006,35
2013-09-14 - 0,25,6,WSW,143,95,2,1008,56
2013-09-14 - 300,25,7,WSW,293,96,9,1007,40
2013-09-14 - 600,26,6,WSW,116,93,10,1008,22
2013-09-14 - 900,28,12,WSW,353,79,10,1008,51
2013-09-14 - 1200,30,16,WSW,122,73,10,1006,32
2013-09-14 - 1500,27,11,WSW,359,89,3,1004,38
2013-09-14 - 1800,25,8,W,116,94,10,1006,35
2013-09-15 - 0,24,7,SW,116,94,10,1008,56
2013-09-15 - 300,24,4,WSW,143,94,2,1007,40
2013-09-15 - 600,25,8,W,116,92,10,1008,22
2013-09-15 - 900,29,13,W,116,74,10,1008,51
2013-09-15 - 1200,31,13,W,116,64,10,1006,32
2013-09-15 - 1500,30,12,W,353,72,10,1004,38
2013-09-15 - 1800,26,12,W,116,88,10,1006,35
2013-09-16 - 0,25,9,W,119,92,10,1008,56
2013-09-16 - 300,24,8,W,119,93,10,1007,40
2013-09-16 - 600,25,8,W,116,93,10,1008,22
2013-09-16 - 900,27,15,WNW,116,76,10,1008,51
2013-09-16 - 1200,29,14,W,119,67,10,1006,32
2013-09-16 - 1500,30,13,WNW,116,65,10,1004,38
2013-09-16 - 1800,26,7,W,119,82,10,1006,35
2013-09-17 - 0,25,11,SW,119,93,10,1008,56
2013-09-17 - 300,24,11,W,353,93,10,1007,40
2013-09-17 - 600,25,12,W,122,91,10,1008,22
2013-09-17 - 900,27,14,W,296,86,9,1008,51
2013-09-17 - 1200,28,15,W,119,76,10,1006,32
2013-09-17 - 1500,26,10,W,356,88,7,1004,38
2013-09-17 - 1800,25,9,WSW,122,93,10,1006,35
2013-09-18 - 0,24,11,W,143,96,2,1008,56
2013-09-18 - 300,24,12,W,143,95,2,1007,40
2013-09-18 - 600,24,11,W,116,94,10,1008,22
2013-09-18 - 900,27,18,WNW,263,81,5,1008,51
2013-09-18 - 1200,28,20,WNW,119,72,10,1006,32
2013-09-18 - 1500,27,18,W,116,76,10,1004,38
2013-09-18 - 1800,25,14,WNW,116,90,10,1006,35
2013-09-19 - 0,24,7,W,116,92,10,1008,56
2013-09-19 - 300,24,12,WSW,176,92,9,1007,40
2013-09-19 - 600,25,15,W,119,88,10,1008,22
2013-09-19 - 900,29,22,W,353,72,10,1008,51
2013-09-19 - 1200,31,19,W,119,66,10,1006,32
2013-09-19 - 1500,29,16,WSW,356,77,7,1004,38
2013-09-19 - 1800,25,14,WSW,119,93,10,1006,35
2013-09-20 - 0,24,12,SW,116,94,10,1008,56
2013-09-20 - 300,24,13,SW,263,94,5,1007,40
2013-09-20 - 600,25,9,WSW,116,93,10,1008,22
2013-09-20 - 900,30,20,WSW,353,72,10,1008,51
2013-09-20 - 1200,30,17,WSW,116,71,10,1006,32
2013-09-20 - 1500,29,13,WSW,119,77,10,1004,38
2013-09-20 - 1800,26,10,SW,116,89,10,1006,35
2013-09-21 - 0,25,11,SW,143,95,2,1008,56
2013-09-21 - 300,24,9,WSW,143,96,2,1007,40
2013-09-21 - 600,25,9,WSW,116,92,10,1008,22
2013-09-21 - 900,26,14,WSW,176,86,9,1008,51
2013-09-21 - 1200,27,18,W,122,82,10,1006,32
2013-09-21 - 1500,26,12,W,293,89,9,1004,38
2013-09-21 - 1800,25,8,SW,122,94,10,1006,35
